,WellName,unique_core_descriptions.csv,unique_core_photos.csv,unique_discovery.csv,unique_GEOLINK.csv,unique_Norwegian_shows_v2.csv,unique_public_core_images_excel_recording.csv,unique_RealLogs_Por_Perm.csv,unique_RealLogs_completion.csv,unique_stratigraphic_picks.csv,Occurances
0,6507_7_A_9,0,0,0,0,0,0,1,0,0,1
1,34_11_4T2,0,0,0,0,0,0,1,0,0,1
2,7219_12_1,0,0,1,0,0,0,1,0,0,2
3,8_10_2,0,0,0,0,0,0,0,0,1,1
4,6608_10_14,0,0,1,0,0,0,1,0,0,2
5,6609_11_1,1,0,0,0,1,0,1,0,0,3
6,34_10_26,0,0,0,0,0,0,0,0,1,1
7,25_5_A_2,0,0,0,0,0,0,1,0,0,1
8,30_12_1,0,0,0,0,0,0,0,0,1,1
9,30_9_13,0,0,1,1,0,0,0,0,1,3
10,25_2_6,0,0,0,1,0,0,1,0,1,3
11,1931_02_07,0,0,1,0,0,0,0,0,0,1
12,31_5_2,0,0,0,1,0,0,0,0,1,2
13,34_11_6,0,0,1,0,0,0,0,0,0,1
14,25_5_A_9,0,0,0,0,0,0,1,0,0,1
15,2_2_2,0,0,1,0,0,0,0,0,0,1
16,6406_12_3,0,0,1,0,0,0,0,0,0,1
17,6407_8_6,0,0,1,0,0,0,1,0,0,2
18,16_2_9,0,0,0,0,0,0,1,0,1,2
19,6507_2_5,0,0,1,0,0,0,0,0,0,1
20,6507_12_2,0,0,0,0,1,0,1,0,0,2
21,6608_10_17,0,0,1,0,0,0,0,0,0,1
22,30_6_26,0,0,1,0,0,0,1,0,1,3
23,6507_7_15_S,0,0,0,0,0,0,1,0,0,1
24,34_11_4,0,0,0,0,0,0,0,0,1,1
25,9_1_1,0,0,0,0,0,0,0,0,1,1
26,25_7_4,0,0,0,0,0,0,0,0,1,1
27,34_7_A_5_H,0,0,0,0,0,0,1,0,0,1
28,7324_9_1,0,0,1,0,0,0,1,0,0,2
29,15_5,0,0,1,0,0,0,0,0,0,1
30,30_6_C10,0,0,0,0,0,0,1,0,0,1
31,30_6_20,0,0,0,0,0,0,0,0,1,1
32,25_11_6,0,0,0,0,0,0,0,0,1,1
33,34_8_4,0,0,1,0,0,0,0,0,1,2
34,31_2_11,0,0,0,0,0,0,1,0,1,2
35,1_9_1,0,0,1,0,0,0,0,0,0,1
36,6507_7_A_53,0,0,0,0,0,0,1,0,0,1
37,1_3_9_ST2,0,0,0,0,0,0,1,0,0,1
38,33_9_10,0,0,0,0,0,0,1,0,1,2
39,6507_5_A_4_H,0,0,0,0,0,0,1,0,0,1
40,30_9_J_13,0,0,0,0,0,0,1,0,0,1
41,6506_12_12,0,0,1,0,0,0,1,0,0,2
42,16_1_7,0,0,1,0,0,0,0,0,1,2
43,34_8_5,0,0,0,0,0,0,1,0,1,2
44,6506_11_5,0,0,0,0,1,0,0,0,0,1
45,6506_12_K_3,0,0,0,0,0,0,1,0,0,1
46,31_4_9,0,0,0,0,0,0,1,0,1,2
47,35_8_1,0,0,1,1,0,0,1,0,1,4
48,6406_3_8,0,0,1,0,0,0,1,0,0,2
49,25_11_3,0,0,0,0,0,0,0,0,1,1
50,34_3_1,0,0,1,1,0,0,0,0,1,3
51,6507_3_2,0,0,0,0,1,0,1,0,0,2
52,34_10_37A,0,0,0,0,0,0,1,0,0,1
53,25_8_10S,0,0,0,0,0,0,1,0,0,1
54,2_8_17S,0,0,0,0,0,0,1,0,0,1
55,34_8_8,0,0,0,0,0,0,0,0,1,1
56,2_5_8,0,0,0,0,0,0,1,0,0,1
57,6605_8_2,0,0,0,0,0,0,1,0,0,1
58,7_12_5,0,0,1,0,1,0,1,0,1,4
59,6608_10_C_4_H,0,0,0,0,0,0,1,0,0,1
60,34_10_C_50,0,0,0,0,0,0,1,0,0,1
61,30_9_1,0,0,0,0,0,0,0,0,1,1
62,6507_8_2,0,0,0,0,1,0,1,0,0,2
63,34_7_P_31,0,0,0,0,0,0,1,0,0,1
64,6506_12_I_1,0,0,0,0,0,0,1,0,0,1
65,15_12_6_S,0,0,0,0,1,0,1,0,0,2
66,7119_12_2,0,0,0,0,0,0,1,0,0,1
67,30_11_13,0,0,1,0,0,0,0,0,0,1
68,35_2_2,0,0,0,0,0,0,0,0,1,1
69,6407_6_1,1,1,0,0,1,1,1,1,0,6
70,34_7_I_2_H,0,0,0,0,0,0,1,0,0,1
71,25_8_18,0,0,0,0,0,0,0,0,1,1
72,6507_7_2,0,0,1,0,1,0,1,0,0,3
73,31_3_2,0,0,0,1,0,0,1,0,1,3
74,34_10_F_4_H,0,0,0,0,0,0,1,0,0,1
75,30_3_1,0,0,0,0,0,0,0,0,1,1
76,25_2_16,0,0,0,0,0,0,0,0,1,1
77,25_7_5,0,0,1,0,1,0,1,0,1,4
78,24_9_3,0,0,1,0,1,0,0,0,1,3
79,33_9_18,0,0,0,0,0,0,1,0,1,2
80,34_10_C_29,0,0,0,0,0,0,1,0,0,1
81,6407_7_1,1,1,1,0,1,0,0,1,0,5
82,30_3_A14,0,0,0,0,0,0,1,0,0,1
83,25_8_5_S,0,0,0,0,0,0,1,0,0,1
84,30_11_11,0,0,1,0,0,0,0,0,1,2
85,30_3_9,0,0,1,0,0,0,1,0,1,3
86,34_8_B_1,0,0,0,0,0,0,1,0,0,1
87,33_12_7,0,0,0,0,0,0,1,0,1,2
88,31_4A23,0,0,0,0,0,0,1,0,0,1
89,16_1_13,0,0,0,0,0,0,0,0,1,1
90,16_1_6,0,0,1,1,0,0,0,0,1,3
91,16_10_2,0,0,0,1,0,0,0,0,1,2
92,34_3_1S_T2,0,0,0,0,0,0,1,0,0,1
93,6704_12_1,0,0,0,0,0,0,1,0,0,1
94,7_12_3,0,0,0,0,0,0,1,0,1,2
95,7121_7_2,0,0,1,0,0,0,1,0,0,2
96,6407_2_1,1,1,0,0,1,1,1,1,0,6
97,30_9_B50H,0,0,0,0,0,0,1,0,0,1
98,34_10_25,0,0,0,0,0,0,0,0,1,1
99,6506_12_8,0,0,0,0,1,0,0,0,0,1
100,34_7_23S,0,0,0,0,0,0,1,0,0,1
101,30_9_B12,0,0,0,0,0,0,1,0,0,1
102,31_2_17,0,0,0,1,0,0,0,0,1,2
103,6507_7_A17,0,0,0,0,0,0,1,0,0,1
104,16_2_1,0,0,0,0,0,0,1,0,1,2
105,15_9_21S,0,0,0,0,0,0,1,0,0,1
106,35_11_2,0,0,1,1,0,0,1,0,1,4
107,30_9_B04,0,0,0,0,0,0,1,0,0,1
108,33_2_1,0,0,0,0,0,0,0,0,1,1
109,7120_1_2,0,0,0,0,0,0,1,0,0,1
110,7121_5_2,0,0,1,0,0,0,1,0,0,2
111,15_3_1,0,0,1,0,0,0,0,0,1,2
112,6201_11_2,0,0,0,0,0,0,0,0,1,1
113,2_11_1,0,0,0,0,1,0,0,0,0,1
114,6506_12_I_2H,0,0,0,0,0,0,1,0,0,1
115,25_8_15,0,0,0,0,0,0,0,0,1,1
116,34_7_8,0,0,1,0,0,0,0,0,1,2
117,7_8_1,0,0,0,0,0,0,0,0,1,1
118,2_1_8,0,0,0,0,0,0,1,0,0,1
119,6407_1_3,1,1,1,0,1,1,1,1,0,7
120,16_1_A_11,0,0,0,0,0,0,1,0,0,1
121,8_4_1,0,0,0,0,0,0,0,0,1,1
122,24_6_2,0,0,1,0,0,0,1,0,1,3
123,30_3_A_20A,0,0,0,0,0,0,1,0,0,1
124,6407_2_3,1,1,0,0,1,1,0,1,0,5
125,25_8_8,0,0,1,0,1,0,0,0,1,3
126,7_11_10_S,0,0,0,0,0,0,1,0,0,1
127,33_9,0,0,1,0,0,0,0,0,0,1
128,16_4_10,0,0,0,0,0,0,1,0,1,2
129,35_9_11A,0,0,0,0,0,0,1,0,0,1
130,33_9_18A,0,0,0,0,0,0,1,0,0,1
131,31_4_10,0,0,0,1,0,0,1,0,1,3
132,6407_7_2,1,1,0,0,1,1,1,1,0,6
133,25_11_19_S,0,0,0,0,1,0,1,0,0,2
134,31_2_3_31_2_2_R,0,0,0,0,0,0,1,0,0,1
135,34_4_5,0,0,1,1,0,0,0,0,1,3
136,33_9_5,0,0,0,0,0,0,0,0,1,1
137,25_10_4,0,0,0,1,0,0,0,0,1,2
138,15_12,0,0,1,0,0,0,0,0,0,1
139,34_8_1,0,0,1,1,0,0,1,0,1,4
140,34_7_25S,0,0,0,0,0,0,1,0,0,1
141,8_10_3,0,0,0,0,0,0,0,0,1,1
142,2_8_18,0,0,0,0,0,0,1,0,0,1
143,7_12_9,0,0,0,0,0,0,1,0,1,2
144,7221_12_1,0,0,1,0,0,0,1,0,0,2
145,25_8_C_20,0,0,1,0,0,0,0,0,0,1
146,7_11_2,0,0,0,0,0,0,1,0,1,2
147,16_2_17,0,0,0,0,0,0,1,0,1,2
148,6507_2_2,0,0,1,0,1,0,1,0,0,3
149,7120_7_1,0,0,1,0,0,0,1,0,0,2
150,6407_1_6,0,0,1,0,0,0,0,0,0,1
151,6407_6_7,0,0,1,0,0,0,1,0,0,2
152,15_9_20,0,0,1,0,0,0,0,0,1,2
153,6407_9_6,0,0,0,0,1,0,1,0,0,2
154,34_10_A_33,0,0,0,0,0,0,1,0,0,1
155,6507_7_C_3,0,0,0,0,0,0,1,0,0,1
156,6506_12_R_1_H,0,0,0,0,0,0,1,0,0,1
157,7119_9_1,0,0,0,0,0,0,1,0,0,1
158,34_10_C_32,0,0,0,0,0,0,1,0,0,1
159,7120_01_02,0,0,1,0,0,0,0,0,0,1
160,15_9_A22,0,0,0,0,0,0,1,0,0,1
161,7120_12_3,0,0,1,0,0,0,0,0,0,1
162,31_2_21,0,0,0,1,0,0,0,0,1,2
163,6507_3_9,0,0,1,0,0,0,1,0,0,2
164,6507_8_3,0,0,0,0,1,0,1,0,0,2
165,30_6_30,0,0,1,0,0,0,0,0,0,1
166,2_7_19,0,0,1,0,1,0,0,0,0,2
167,15_9_23,0,0,0,1,0,0,0,0,1,2
168,25_1_5,0,0,0,0,0,0,0,0,1,1
169,6305_7_1,0,0,0,0,0,0,1,0,0,1
170,6506_11_6,0,0,0,0,0,0,1,0,0,1
171,31_6_7,0,0,0,0,0,0,0,0,1,1
172,6407_6_3,1,1,1,0,1,1,1,1,0,7
173,33_12_9,0,0,1,0,0,0,0,0,1,2
174,2_8_11,0,0,0,0,0,0,1,0,0,1
175,16_7_11,0,0,0,0,0,0,0,0,1,1
176,35_11_4,0,0,1,0,0,0,1,0,1,3
177,7122_6_1,0,0,1,0,0,0,1,0,0,2
178,31_4_A_12,0,0,0,0,0,0,1,0,0,1
179,25_8_4,0,0,1,0,0,0,1,0,1,3
180,7321_9_1,0,0,0,0,0,0,1,0,0,1
181,35_9_1_R,0,0,0,0,1,0,0,0,0,1
182,1_6_6,0,0,0,0,0,0,1,0,0,1
183,2_7_5,0,0,0,0,0,0,1,0,0,1
184,7_12_6,0,0,0,0,0,0,0,0,1,1
185,6406_2_9,0,0,1,0,0,0,0,0,0,1
186,24_12_3,0,0,1,0,0,0,0,0,1,2
187,8_5_1,0,0,0,0,0,0,0,0,1,1
188,1_9_3,0,0,0,0,1,0,1,0,0,2
189,6506_11_A_2,0,0,0,0,0,0,1,0,0,1
190,7121_4_F_2,0,0,0,0,0,0,1,0,0,1
191,7_12_10,0,0,0,0,0,0,1,0,1,2
192,30_9_B02,0,0,0,0,0,0,1,0,0,1
193,15_9_9,0,0,1,1,1,0,1,0,1,5
194,15_6_8,0,0,0,0,1,0,0,0,1,2
195,33_9_C11,0,0,0,0,0,0,1,0,0,1
196,15_6_6,0,0,0,0,0,0,1,0,1,2
197,2_6_2,0,0,0,0,1,0,1,0,0,2
198,34_10_6,0,0,0,0,0,0,0,0,1,1
199,7_11_12,0,0,1,0,0,0,1,0,1,3
200,24_9_1,0,0,0,0,1,0,0,0,1,2
201,25_10_12,0,0,0,0,0,0,1,0,1,2
202,15_6_4,0,0,0,0,0,0,0,0,1,1
203,34_6_1,0,0,0,1,0,0,0,0,1,2
204,2_7_24,0,0,0,0,1,0,1,0,0,2
205,35_11_15,0,0,1,1,0,0,0,0,1,3
206,35_11_1,0,0,0,1,0,0,1,0,1,3
207,35_12_1,0,0,0,1,0,0,1,0,1,3
208,15_12_21,0,0,1,0,0,0,1,0,1,3
209,7120_7_3,0,0,0,0,0,0,1,0,0,1
210,31_4_A_13,0,0,0,0,0,0,1,0,0,1
211,30_9_23,0,0,0,0,0,0,0,0,1,1
212,6506_12_4,1,0,0,0,1,1,1,1,0,5
213,16_5_8,0,0,1,0,0,0,0,0,0,1
214,7_12_12,0,0,0,0,0,0,0,0,1,1
215,35_11_9,0,0,0,0,0,0,1,0,1,2
216,25_10_1,0,0,0,0,1,0,0,0,1,2
217,6407_2_Z_3,0,0,0,0,0,0,1,0,0,1
218,31_10_1,0,0,0,0,0,0,0,0,1,1
219,6407_9_4,1,1,0,0,0,1,1,1,0,5
220,6407_9_9,0,0,1,0,0,0,0,0,0,1
221,31_6_6,0,0,0,0,0,0,1,0,1,2
222,30_11_10,0,0,1,0,0,0,1,0,1,3
223,16_5_1,0,0,0,0,1,0,0,0,1,2
224,34_10_C_13,0,0,0,0,0,0,1,0,0,1
225,34_7_P_14,0,0,0,0,0,0,1,0,0,1
226,6506_12_Q_2,0,0,0,0,0,0,1,0,0,1
227,2_1_A_4,0,0,0,0,0,0,1,0,0,1
228,25_8_12S,0,0,0,0,0,0,1,0,0,1
229,35_11_3_S,0,0,0,0,0,0,1,0,0,1
230,7120_8_2,0,0,0,0,0,0,1,0,0,1
231,6407_7_A_10_H,0,0,0,0,1,0,1,0,0,2
232,25_07_05,0,0,0,0,1,0,0,0,0,1
233,9_2_7,0,0,1,0,0,0,0,0,1,2
234,35_4_1,0,0,0,1,0,0,1,0,1,3
235,35_3_4,0,0,0,1,0,0,1,0,1,3
236,33_2_2,0,0,1,0,0,0,1,0,1,3
237,8_3_1,0,0,0,0,0,0,1,0,1,2
238,6407_7_1_S,0,0,0,0,0,1,0,0,0,1
239,34_10_31,0,0,0,0,0,0,0,0,1,1
240,30_9_12,0,0,0,0,0,0,1,0,1,2
241,31_2_8,0,0,0,1,0,0,1,0,1,3
242,16_7_3,0,0,0,1,0,0,1,0,1,3
243,25_7_7,0,0,1,0,0,0,0,0,0,1
244,33_9_11,0,0,0,1,0,0,0,0,1,2
245,34_7_P_42,0,0,0,0,0,0,1,0,0,1
246,25_2_C_2H,0,0,0,0,0,0,1,0,0,1
247,15_12_22,0,0,0,0,0,0,0,0,1,1
248,35_11_11,0,0,0,1,1,0,1,0,1,4
249,34_7_23,0,0,1,0,1,0,1,0,1,4
250,15_6_8A,0,0,0,0,0,0,1,0,0,1
251,34_10_27,0,0,0,0,0,0,0,0,1,1
252,7120_6_1,0,0,0,0,0,0,1,0,0,1
253,25_5_7,0,0,1,0,0,0,1,0,1,3
254,6507_7_A_46,0,0,0,0,1,0,1,0,0,2
255,34_10_B12,0,0,0,0,0,0,1,0,0,1
256,6406_2_6A,0,0,0,0,0,0,1,0,0,1
257,34_3_5,0,0,0,0,0,0,0,0,1,1
258,7122_7_4,0,0,1,0,0,0,1,0,0,2
259,25_4_2,0,0,1,0,1,0,0,0,1,3
260,7121_1_1_R,0,0,0,0,0,0,1,0,0,1
261,15_9_A_20,0,0,0,0,0,0,1,0,0,1
262,7_11_10,0,0,0,0,0,0,0,0,1,1
263,16_2_7,0,0,0,1,0,0,1,0,1,3
264,25_10_2_R,0,0,0,0,1,0,0,0,0,1
265,35_11_17,0,0,1,0,0,0,1,0,1,3
266,6603_12_1,0,0,1,0,0,0,1,0,0,2
267,34_7_P_7,0,0,0,0,0,0,1,0,0,1
268,15_9_3,0,0,0,0,1,0,0,0,1,2
269,34_6_3_S,0,0,0,0,0,0,1,0,0,1
270,25_11_G,0,0,0,0,0,0,1,0,0,1
271,9_2_6S,0,0,0,0,0,0,1,0,0,1
272,25_9_1,0,0,0,1,1,0,1,0,1,4
273,7222_6_1,0,0,1,0,0,0,1,0,0,2
274,36_7_2,0,0,1,0,1,0,0,0,1,3
275,15_12_19,0,0,1,0,0,0,1,0,1,3
276,16_3_7,0,0,0,0,0,0,1,0,1,2
277,34_7_P_11,0,0,0,0,0,0,1,0,0,1
278,6204_10_2R,0,0,0,0,0,0,1,0,0,1
279,25_11_27,0,0,1,0,0,0,1,0,1,3
280,24_09_05,0,0,0,0,1,0,0,0,0,1
281,7_12_A08,0,0,0,0,0,0,1,0,0,1
282,30_3_10,0,0,0,0,0,0,0,0,1,1
283,17_4_1,0,0,0,1,0,0,1,0,1,3
284,15_9_21,0,0,0,0,1,0,0,0,1,2
285,25_8_5,0,0,1,1,1,0,0,0,1,4
286,6507_5_6,0,0,0,0,0,0,1,0,0,1
287,34_8_9S,0,0,0,0,0,0,1,0,0,1
288,6406_2_1,0,0,1,0,1,0,1,0,0,3
289,35_3_3,0,0,0,0,0,0,0,0,1,1
290,30_2_4,0,0,0,0,0,0,0,0,1,1
291,34_10_C_5,0,0,0,0,0,0,1,0,0,1
292,35_10_2,0,0,1,1,0,0,1,0,1,4
293,31_2_19,0,0,0,1,0,0,1,0,1,3
294,31_2_17SA,0,0,0,0,0,0,1,0,0,1
295,24_9_10,0,0,1,0,0,0,0,0,1,2
296,7222_11_2,0,0,1,0,0,0,1,0,0,2
297,7225_3_2,0,0,0,0,0,0,1,0,0,1
298,30_11_14,0,0,1,0,0,0,1,0,0,2
299,30_9_F_18,0,0,0,0,0,0,1,0,0,1
300,7228_7_1,0,0,1,0,0,0,0,0,0,1
301,15_12_16,0,0,0,0,0,0,0,0,1,1
302,6507_7_13A,0,0,0,0,0,0,1,0,0,1
303,33_12_B_16A,0,0,0,0,0,0,1,0,0,1
304,34_7_I_11_H,0,0,0,0,0,0,1,0,0,1
305,34_10_H_2H,0,0,0,0,0,0,1,0,0,1
306,16_5_3,0,0,0,1,0,0,1,0,1,3
307,6507_7_A_35,0,0,0,0,0,0,1,0,0,1
308,33_9_19S,0,0,0,0,0,0,1,0,0,1
309,30_10_6,0,0,1,0,1,0,0,0,1,3
310,25_2_21,0,0,1,0,0,0,0,0,0,1
311,30_3_5,0,0,0,1,0,0,0,0,1,2
312,34_10_23,0,0,1,1,0,0,1,0,1,4
313,1_5_3,0,0,1,0,0,0,0,0,0,1
314,6506_12_L_3,0,0,0,0,0,0,1,0,0,1
315,34_10_2,0,0,1,0,1,0,1,0,1,4
316,6305_9_1,0,0,0,0,0,0,1,0,0,1
317,6407_1_B_3,0,0,0,0,0,0,1,0,0,1
318,34_4_10,0,0,1,1,1,0,1,0,1,5
319,30_5_1,0,0,0,0,0,0,0,0,1,1
320,3_7_5,0,0,0,0,1,0,1,0,0,2
321,2_1_A_16,0,0,0,0,0,0,1,0,0,1
322,15_12_A_8,0,0,0,0,0,0,1,0,0,1
323,25_10_8_A,0,0,0,0,0,0,1,0,0,1
324,16_1_6_S,0,0,0,0,0,0,1,0,0,1
325,6407_10_4,0,0,0,0,0,0,1,0,0,1
326,6507_11_4,0,0,0,0,0,0,0,1,0,1
327,15_9_16,0,0,0,0,1,0,0,0,1,2
328,30_6_16,0,0,1,0,0,0,1,0,1,3
329,30_9_26,0,0,0,0,0,0,0,0,1,1
330,34_10_40,0,0,1,0,0,0,0,0,1,2
331,25_4_9,0,0,1,0,0,0,1,0,1,3
332,2022_02_07,0,0,1,0,0,0,0,0,0,1
333,2_7_B_08,0,0,0,0,0,0,1,0,0,1
334,7321_8_1,0,0,0,0,0,0,1,0,0,1
335,15_3_2,0,0,0,0,0,0,1,0,1,2
336,7119_12_03,0,0,1,0,0,0,0,0,0,1
337,35_9_5,0,0,0,1,0,0,0,0,1,2
338,6507_6_2,0,0,0,0,1,0,0,0,0,1
339,2_9_2,0,0,0,0,1,0,0,0,0,1
340,6608_10_16,0,0,0,0,0,0,1,0,0,1
341,7220_11_3,0,0,0,0,0,0,1,0,0,1
342,30_6_23,0,0,0,1,0,0,1,0,1,3
343,25_11_18,0,0,0,0,0,0,0,0,1,1
344,2_7_28,0,0,0,0,1,0,1,0,0,2
345,2_7_26,0,0,0,0,1,0,0,0,0,1
346,2_5_3,0,0,1,0,0,0,1,0,0,2
347,34_7_10,0,0,0,0,0,0,1,0,1,2
348,17_12_3,0,0,0,0,0,0,0,0,1,1
349,6407_7_8,0,0,1,0,0,0,1,0,0,2
350,30_9_B03,0,0,0,0,0,0,1,0,0,1
351,30_6_29,0,0,1,0,0,0,0,0,1,2
352,25_7_3,0,0,1,0,1,0,1,0,1,4
353,2_6_5,0,0,0,0,1,0,1,0,0,2
354,15_9_A_12,0,0,0,0,0,0,1,0,0,1
355,6506_12_J_1,0,0,0,0,0,0,1,0,0,1
356,6406_8_1,1,1,0,0,1,1,1,1,0,6
357,7121_5_3,0,0,0,0,0,0,1,0,0,1
358,6406_03_09,0,0,1,0,0,0,0,0,0,1
359,6507_3_7,0,0,1,0,0,0,1,0,0,2
360,6507_5_A_6_H,0,0,0,0,0,0,1,0,0,1
361,6605_8_1,0,0,0,0,0,0,1,0,0,1
362,6204_10_2,0,0,0,0,0,0,0,0,1,1
363,6405_7_1,0,0,1,0,0,0,1,0,0,2
364,6306_6_2,0,0,0,0,0,0,1,0,0,1
365,30_9_12a,0,0,0,0,0,0,1,0,0,1
366,35_11_B_23_H,0,0,1,0,0,0,0,0,0,1
367,7120_2_3,0,0,1,0,0,0,1,0,0,2
368,16_7_2,0,0,1,1,1,0,1,0,1,5
369,30_3_A2,0,0,0,0,0,0,1,0,0,1
370,6507_7_A_27,0,0,0,0,0,0,1,0,0,1
371,35_9_14,0,0,1,0,0,0,0,0,0,1
372,1_6_7,0,0,0,0,1,0,1,0,0,2
373,7_11_11,0,0,0,0,0,0,0,0,1,1
374,6407_1_2,0,1,1,0,1,1,1,1,0,6
375,33_9_1,0,0,0,1,0,0,1,0,1,3
376,6406_2_2,0,0,0,0,1,0,1,0,0,2
377,7120_12_4,0,0,0,0,0,0,1,0,0,1
378,6406_9_2,0,0,0,0,0,0,1,0,0,1
379,34_8_A_1,0,0,0,0,0,0,1,0,0,1
380,7324_2_1,0,0,0,0,0,0,1,0,0,1
381,6507_7_A_28,0,0,0,0,0,0,1,0,0,1
382,34_10_4,0,0,0,0,0,0,1,0,1,2
383,7122_2_1,0,0,0,0,0,0,1,0,0,1
384,7226_11_1,0,0,0,0,0,0,1,0,0,1
385,7222_11_1,0,0,1,0,0,0,1,0,0,2
386,30_7_1,0,0,0,0,0,0,0,0,1,1
387,1_2,0,0,0,0,0,0,1,0,0,1
388,7123_4_1,0,0,0,0,0,0,1,0,0,1
389,9_2_A_4,0,0,0,0,0,0,1,0,0,1
390,2_11_A2,0,0,0,0,0,0,1,0,0,1
391,30_11_9,0,0,1,0,0,0,1,0,1,3
392,6507_11_X_4_AH,0,0,0,0,0,0,1,0,0,1
393,7119_12_4,0,0,0,0,0,0,1,0,0,1
394,6507_5_5,0,0,0,0,0,0,1,0,0,1
395,15_3_A_5,0,0,0,0,0,0,1,0,0,1
396,2_8_F_2,0,0,0,0,0,0,1,0,0,1
397,7220_7_3,0,0,1,0,0,0,1,0,0,2
398,16_1_23,0,0,0,0,0,0,1,0,1,2
399,25_8_11,0,0,1,0,0,0,1,0,1,3
400,34_11_5,0,0,0,0,0,0,0,0,1,1
401,25_8_12,0,0,0,0,1,0,0,0,1,2
402,16_5_2,0,0,0,0,0,0,1,0,1,2
403,25_1_8,0,0,0,0,0,0,0,0,1,1
404,34_10_I_3_H,0,0,0,0,0,0,1,0,0,1
405,15_9_5,0,0,0,1,1,0,0,0,1,3
406,31_5_3,0,0,0,1,0,0,1,0,1,3
407,6507_5_3,0,0,1,0,0,0,1,0,0,2
408,15_3_1_S,0,0,0,0,1,0,1,0,0,2
409,34_7_14,0,0,0,0,0,0,0,0,1,1
410,6407_9_A_2,0,0,0,0,1,0,1,0,0,2
411,30_10_3,0,0,0,0,0,0,0,0,1,1
412,16_1_18,0,0,0,0,0,0,1,0,1,2
413,6608_10_6,0,0,1,0,0,0,1,0,0,2
414,16_7_4,0,0,1,1,1,0,1,0,1,5
415,9_4_3,0,0,0,0,0,0,0,0,1,1
416,16_3_4,0,0,0,0,0,0,1,0,1,2
417,15_3_8,0,0,0,0,0,0,1,0,1,2
418,35_6_2,0,0,0,1,0,0,0,0,1,2
419,2_1_9A,0,0,0,0,0,0,1,0,0,1
420,6506_6_1,0,0,1,0,0,0,1,0,0,2
421,30_6_8,0,0,0,1,0,0,0,0,1,2
422,6608_10_E_2_BH,0,0,0,0,0,0,1,0,0,1
423,6305_4_1,0,0,0,0,0,0,1,0,0,1
424,35_11_3,0,0,0,0,0,0,0,0,1,1
425,7_12_7,0,0,0,0,0,0,1,0,1,2
426,7219_9_2,0,0,1,0,0,0,0,0,0,1
427,6507_8_D_3,0,0,0,0,0,0,1,0,0,1
428,25_1_6,0,0,0,0,0,0,0,0,1,1
429,2_4C_13A,0,0,0,0,0,0,1,0,0,1
430,1_3_8,0,0,0,0,1,0,1,0,0,2
431,31_4_A_26,0,0,0,0,0,0,1,0,0,1
432,3_4_1,0,0,0,0,0,0,1,0,0,1
433,33_12_1,0,0,1,0,1,0,1,0,1,4
434,3_7_3,0,0,0,0,1,0,0,0,0,1
435,2_12_1,0,0,1,0,0,0,1,0,0,2
436,30_11_1,0,0,0,0,0,0,0,0,1,1
437,10_5_1,0,0,0,0,0,0,0,0,1,1
438,30_6_C_27H,0,0,0,0,0,0,1,0,0,1
439,6506_11_3,0,0,0,0,1,0,1,0,0,2
440,25_7_2,0,0,1,1,1,0,1,0,1,5
441,7120_10_1,0,0,0,0,0,0,1,0,0,1
442,15_12_A_2,0,0,0,0,0,0,1,0,0,1
443,16_2_U_18,0,0,0,0,0,0,1,0,0,1
444,25_11_24,0,0,1,1,0,0,1,0,1,4
445,33_9_17,0,0,0,0,0,0,1,0,1,2
446,2_4_K_09,0,0,0,0,0,0,1,0,0,1
447,9_2_7S,0,0,0,0,0,0,1,0,0,1
448,34_7_1,0,0,0,0,0,0,1,0,1,2
449,24_9_P_4,0,0,0,0,0,0,1,0,0,1
450,34_7_P40,0,0,0,0,0,0,1,0,0,1
451,31_2_9,0,0,0,1,0,0,1,0,1,3
452,34_2_3,0,0,0,0,1,0,1,0,1,3
453,6201_11_1,0,0,0,0,0,0,1,0,1,2
454,34_10_33B,0,0,0,0,0,0,1,0,0,1
455,6608_10_8,0,0,1,0,0,0,1,0,0,2
456,6507_7_10,0,0,0,0,1,0,1,0,0,2
457,16_4_1,0,0,0,1,1,0,1,0,1,4
458,30_9_B20,0,0,0,0,0,0,1,0,0,1
459,6507_3_1,0,0,1,0,1,0,1,0,0,3
460,15_5_1,0,0,1,0,0,0,1,0,1,3
461,25_1_4,0,0,1,0,0,0,0,0,1,2
462,7_7_1,0,0,0,0,1,0,1,0,1,3
463,31_4_A_30,0,0,1,0,0,0,0,0,0,1
464,7220_11_2,0,0,0,0,0,0,1,0,0,1
465,34_10_A_8,0,0,1,0,0,0,0,0,0,1
466,6506_12_K_1,0,0,0,0,0,0,1,0,0,1
467,6507_5_2,0,0,0,0,0,0,1,0,0,1
468,7_11_13,0,0,0,0,0,0,0,0,1,1
469,25_2_15,0,0,0,0,1,0,1,0,1,3
470,9_2_1,0,0,1,0,0,0,1,0,1,3
471,30_7_2,0,0,1,0,0,0,0,0,1,2
472,34_10_36,0,0,0,0,0,0,1,0,1,2
473,9_2_4_S,0,0,0,0,1,0,0,0,0,1
474,24_9_6,0,0,0,0,1,0,1,0,1,3
475,34_7_20,0,0,0,1,0,0,0,0,1,2
476,7122_7_2,0,0,0,0,0,0,1,0,0,1
477,35_12_5,0,0,0,0,0,0,1,0,1,2
478,25_1_2,0,0,0,0,0,0,0,0,1,1
479,8_9_1,0,0,0,0,0,0,0,0,1,1
