,WellName,unique_core_descriptions.csv,unique_core_photos.csv,unique_discovery.csv,unique_GEOLINK.csv,unique_Norwegian_shows_v2.csv,unique_public_core_images_excel_recording.csv,unique_RealLogs_Por_Perm.csv,unique_RealLogs_completion.csv,unique_stratigraphic_picks.csv,Occurances
1570,33_5_2,0,0,0,1,0,0,0,0,1,2
1571,6608_10_F_1,0,0,0,0,0,0,1,0,0,1
1572,34_4_7,0,0,0,0,0,0,1,0,1,2
1573,9_4_2,0,0,0,0,0,0,0,0,1,1
1574,34_10_G_2H,0,0,0,0,0,0,1,0,0,1
1575,2_7_2,0,0,0,0,1,0,1,0,0,2
1576,2_1_4,0,0,0,0,0,0,1,0,0,1
1577,6407_8_3,0,0,0,0,1,0,0,0,0,1
1578,34_4_13,0,0,0,0,0,0,0,0,1,1
1579,30_9_16,0,0,1,0,0,0,1,0,1,3
1580,24_12_5,0,0,0,0,0,0,0,0,1,1
1581,6507_6_4,0,0,0,0,0,0,1,0,0,1
1582,16_1_22,0,0,0,0,0,0,0,0,1,1
1583,2_8_15_T2,0,0,0,0,0,0,1,0,0,1
1584,16_1_5A,0,0,0,0,0,0,1,0,0,1
1585,2_1_17,0,0,1,0,0,0,0,0,0,1
1586,34_10_A_28,0,0,0,0,0,0,1,0,0,1
1587,33_9_C6,0,0,0,0,0,0,1,0,0,1
1588,6507_2_4,0,0,0,0,0,0,1,0,0,1
1589,2_1_7,0,0,0,0,0,0,1,0,0,1
1590,2014_02_04,0,0,1,0,0,0,0,0,0,1
1591,16_1_29,0,0,1,0,0,0,0,0,0,1
1592,1_2_2,0,0,0,0,0,0,1,0,0,1
1593,30_3_A3,0,0,0,0,0,0,1,0,0,1
1594,6506_12_L_2,0,0,0,0,0,0,1,0,0,1
1595,25_11_17,0,0,0,0,1,0,1,0,1,3
1596,7_11_8,0,0,0,0,0,0,1,0,1,2
1597,16_3_6,0,0,0,0,0,0,1,0,1,2
1598,31_4_6,0,0,0,1,0,0,0,0,1,2
1599,6604_10_01,0,0,1,0,0,0,0,0,0,1
1600,34_7_I_5_H,0,0,0,0,0,0,1,0,0,1
1601,30_3_A_10,0,0,0,0,0,0,1,0,0,1
1602,25_5_6,0,0,0,0,0,0,0,0,1,1
1603,31_4_A_01,0,0,0,0,0,0,1,0,0,1
1604,34_10_B_14,0,0,0,0,0,0,1,0,0,1
1605,15_6_12,0,0,1,0,0,0,0,0,1,2
1606,7_11_4,0,0,0,0,0,0,0,0,1,1
1607,25_11_1,0,0,1,1,1,0,1,0,1,5
1608,9_2_4,0,0,0,0,0,0,0,0,1,1
1609,16_7_5,0,0,0,1,1,0,1,0,1,4
1610,15_5_4,0,0,0,0,1,0,1,0,1,3
1611,2_4_2,0,0,1,0,0,0,0,0,0,1
1612,34_2_2_R,0,0,0,0,1,0,0,0,0,1
1613,6506_11_9,0,0,0,0,0,0,1,0,0,1
1614,34_10_38,0,0,0,0,0,0,0,0,1,1
1615,25_5_3,0,0,1,1,1,0,1,0,1,5
1616,6305_8_1,0,0,0,0,0,0,1,0,0,1
1617,7_11_9,0,0,0,0,0,0,1,0,1,2
1618,16_4_6,0,0,1,0,0,0,1,0,1,3
1619,31_6_1,0,0,1,1,0,0,0,0,1,3
1620,30_9_B26,0,0,0,0,0,0,1,0,0,1
1621,34_11_1,0,0,1,1,1,0,1,0,1,5
1622,6608_10_3,0,0,0,0,1,0,0,0,0,1
1623,30_3_A_20,0,0,0,0,0,0,1,0,0,1
1624,34_10_3,0,0,0,0,0,0,1,0,1,2
1625,15_9_B_7,0,0,0,0,0,0,1,0,0,1
1626,6607_5_2,0,0,0,0,1,0,1,0,0,2
1627,7120_2_1,0,0,0,0,0,0,1,0,0,1
1628,6305_5_B_2,0,0,0,0,0,0,1,0,0,1
1629,26_10_1,0,0,1,0,0,0,0,0,1,2
1630,25_2_14,0,0,0,1,0,0,1,0,1,3
1631,30_10_2,0,0,1,0,0,0,0,0,1,2
1632,6507_03_13,0,0,1,0,0,0,0,0,0,1
1633,30_4_1,0,0,0,1,0,0,0,0,1,2
1634,2_7_23_S,0,0,0,0,0,0,1,0,0,1
1635,2_8_7,0,0,0,0,0,0,1,0,0,1
1636,25_5_1,0,0,1,1,1,0,1,0,1,5
1637,6406_3_4,0,0,0,0,0,0,1,0,0,1
1638,33_9_6,0,0,1,1,0,0,1,0,1,4
1639,25_9_4,0,0,0,0,0,0,0,0,1,1
1640,30_3_8,0,0,0,0,0,0,0,0,1,1
1641,7_8_5,0,0,0,0,0,0,0,0,1,1
1642,16_7_9,0,0,0,0,0,0,0,0,1,1
1643,25_11_19,0,0,0,1,0,0,0,0,1,2
1644,6407_1_4,0,0,0,0,1,0,1,0,0,2
1645,33_6_4,0,0,0,0,0,0,0,0,1,1
1646,31_4_A_17,0,0,0,0,0,0,1,0,0,1
1647,16_7_1,0,0,0,1,0,0,0,0,1,2
1648,16_2_U_19,0,0,0,0,0,0,1,0,0,1
1649,6407_5_2,0,0,1,0,0,0,1,0,0,2
1650,7120_10_2,0,0,0,0,0,0,1,0,0,1
1651,7_4_2,0,0,0,0,0,0,1,0,1,2
1652,7226_11_01,0,0,1,0,0,0,0,0,0,1
1653,35_1_1,0,0,0,0,0,0,1,0,1,2
1654,7216_11_1,0,0,0,0,0,0,1,0,0,1
1655,35_11_23,0,0,1,0,0,0,0,0,0,1
1656,34_10_33,0,0,0,1,0,0,1,0,1,3
1657,25_10_2,0,0,0,1,1,0,0,0,1,3
1658,30_6_28,0,0,1,0,0,0,0,0,1,2
1659,25_9_3,0,0,0,0,0,0,0,0,1,1
1660,35_12_3,0,0,0,0,0,0,0,0,1,1
1661,33_9_8,0,0,1,0,1,0,1,0,1,4
1662,7219_12_1A,0,0,0,0,0,0,1,0,0,1
1663,9_2_9,0,0,1,0,0,0,0,0,1,2
1664,7_11_1,0,0,1,0,0,0,0,0,1,2
1665,33_9_L_4H,0,0,0,0,0,0,1,0,0,1
1666,6706_12_3,0,0,1,0,0,0,1,0,0,2
1667,34_7_9,0,0,0,0,0,0,1,0,1,2
1668,1_9_4,0,0,1,0,0,0,1,0,0,2
1669,25_5_2,0,0,0,1,0,0,1,0,1,3
1670,30_6_7,0,0,0,0,0,0,0,0,1,1
1671,7120_6_3,0,0,0,0,0,0,1,0,0,1
1672,2_5_11,0,0,1,0,0,0,0,0,0,1
1673,25_5_8,0,0,0,0,0,0,0,0,1,1
1674,6610_3_1,0,0,0,0,1,0,0,0,0,1
1675,7_12_1,0,0,0,0,0,0,0,0,1,1
1676,6608_10_H_3,0,0,0,0,0,0,1,0,0,1
1677,2_11_3_A,0,0,0,0,0,0,1,0,0,1
1678,25_4_1,0,0,1,1,0,0,0,0,1,3
1679,31_2_2,0,0,0,1,0,0,1,0,1,3
1680,15_9_14,0,0,0,1,1,0,0,0,1,3
1681,6507_7_B_3_H,0,0,0,0,0,0,1,0,0,1
1682,9_2_8,0,0,0,0,0,0,0,0,1,1
1683,25_11_14,0,0,0,0,0,0,0,0,1,1
1684,16_8_2,0,0,0,0,0,0,0,0,1,1
1685,6302_6_1,0,0,1,0,0,0,1,0,0,2
1686,34_7_26,0,0,0,0,1,0,1,0,1,3
1687,33_9_4,0,0,0,0,0,0,1,0,1,2
1688,34_10_C_18,0,0,1,0,0,0,0,0,0,1
1689,2_4_21,0,0,1,0,0,0,1,0,0,2
1690,31_6_8,0,0,0,1,0,0,1,0,1,3
1691,2003_09_02,0,0,1,0,0,0,0,0,0,1
1692,34_10_C_4,0,0,0,0,0,0,1,0,0,1
1693,7120_8_1,0,0,1,0,0,0,1,0,0,2
1694,34_4_1,0,0,1,0,0,0,1,0,1,3
1695,9_4_1,0,0,0,0,0,0,0,0,1,1
1696,30_9_7,0,0,1,0,0,0,0,0,1,2
1697,35_08_04,0,0,0,0,1,0,0,0,0,1
1698,6506_11_4,0,0,0,0,1,0,0,0,0,1
1699,30_6_6,0,0,0,0,0,0,1,0,1,2
1700,6507_8_4,0,0,1,0,1,0,1,0,0,3
1701,6507_6_1,0,0,0,0,1,0,1,0,0,2
1702,34_8_4S,0,0,0,0,0,0,1,0,0,1
1703,17_12_4,0,0,0,0,0,0,1,0,1,2
1704,25_11_9,0,0,0,0,0,0,1,0,1,2
1705,16_4_7,0,0,0,0,0,0,0,0,1,1
1706,35_2_3,0,0,0,0,0,0,0,0,1,1
1707,30_3_3,0,0,0,1,0,0,1,0,1,3
1708,16_4_3,0,0,0,0,0,0,0,0,1,1
1709,33_9_C27,0,0,0,0,0,0,1,0,0,1
1710,25_4_3,0,0,1,0,1,0,0,0,1,3
1711,2_1_5,0,0,0,0,1,0,0,0,0,1
1712,6608_10_12,0,0,1,0,0,0,1,0,0,2
1713,30_6_C12,0,0,0,0,0,0,1,0,0,1
1714,15_9_A_21,0,0,0,0,0,0,1,0,0,1
1715,7316_05_01,0,0,1,0,0,0,0,0,0,1
1716,24_9_8,0,0,0,0,0,0,0,0,1,1
1717,34_10_E_1Y1,0,0,0,0,0,0,1,0,0,1
1718,7125_4_1,0,0,1,0,0,0,1,0,0,2
1719,6305_8_2,0,0,0,0,0,0,1,0,0,1
1720,16_7_10,0,0,1,0,0,0,0,0,1,2
1721,7121_7_N_3,0,0,0,0,0,0,1,0,0,1
1722,7121_4_1,0,0,1,0,0,0,1,0,0,2
1723,34_7_A_1_H,0,0,0,0,0,0,1,0,0,1
1724,6204_10_1,0,0,0,0,0,0,1,0,1,2
1725,15_12_9,0,0,0,0,0,0,0,0,1,1
1726,7121_5_1,0,0,0,0,0,0,1,0,0,1
1727,25_2_13,0,0,0,1,1,0,1,0,1,4
1728,30_10_5,0,0,0,0,0,0,0,0,1,1
1729,6506_12_6,1,0,0,0,1,0,1,0,0,3
1730,6406_3_6,0,0,0,0,0,0,1,0,0,1
1731,2_5_4,0,0,1,0,0,0,0,0,0,1
1732,16_2_10,0,0,0,0,0,0,1,0,1,2
1733,16_2_4,0,0,1,0,0,0,1,0,1,3
1734,6506_11_10,0,0,1,0,0,0,0,0,0,1
1735,15_9_B_4T2,0,0,0,0,0,0,1,0,0,1
1736,30_6_C11,0,0,0,0,0,0,1,0,0,1
1737,33_9_C36,0,0,0,0,0,0,1,0,0,1
1738,2007_07_11,0,0,1,0,0,0,0,0,0,1
1739,30_6_13,0,0,0,0,0,0,1,0,1,2
1740,31_2_7,0,0,0,1,0,0,1,0,1,3
1741,6506_12_S_4,0,0,0,0,0,0,1,0,0,1
1742,30_9_F_6,0,0,0,0,0,0,1,0,0,1
1743,31_6_A_8,0,0,0,0,0,0,1,0,0,1
1744,34_7_I_3_H,0,0,0,0,0,0,1,0,0,1
1745,31_2_18,0,0,0,0,0,0,1,0,1,2
1746,7122_10_1,0,0,0,0,0,0,1,0,0,1
1747,15_12_11,0,0,0,0,1,0,0,0,1,2
1748,15_9_18,0,0,0,1,1,0,1,0,1,4
1749,7_12_A_18,0,0,0,0,0,0,1,0,0,1
1750,35_11_8S,0,0,0,0,0,0,1,0,0,1
1751,6605_1_1,0,0,0,0,0,0,1,0,0,1
1752,6406_3_9,0,0,0,0,0,0,1,0,0,1
1753,16_11_2,0,0,0,1,0,0,0,0,1,2
1754,6507_7_6,1,0,0,0,1,0,1,0,0,3
1755,36_1_2,0,0,0,0,0,0,1,0,1,2
1756,8_1_1,0,0,0,0,0,0,0,0,1,1
1757,6407_4_1,1,1,1,0,0,1,1,1,0,6
1758,30_4_D_1_H,0,0,0,0,0,0,1,0,0,1
1759,24_6_4,0,0,1,0,0,0,0,0,1,2
1760,6705_10_1,0,0,1,0,0,0,1,0,0,2
1761,25_08_05_S,0,0,0,0,1,0,0,0,0,1
1762,2010_02_04,0,0,1,0,0,0,0,0,0,1
1763,30_6_14,0,0,1,1,0,0,0,0,1,3
1764,30_9_B_44,0,0,0,0,0,0,1,0,0,1
1765,7220_7_2,0,0,1,0,0,0,1,0,0,2
1766,6406_3_D_2,0,0,0,0,0,0,1,0,0,1
1767,35_11_22,0,0,1,0,0,0,0,0,0,1
1768,31_2_M_41,0,0,0,0,0,0,1,0,0,1
1769,9_2_9S,0,0,0,0,0,0,1,0,0,1
1770,34_5_1,0,0,1,1,0,0,1,0,1,4
1771,34_10_K_2,0,0,1,0,0,0,0,0,0,1
1772,34_7_30_SR,0,0,0,0,0,0,1,0,0,1
1773,16_9_1,0,0,0,1,0,0,0,0,1,2
1774,6707_10_2A,0,0,0,0,0,0,1,0,0,1
1775,15_9_17,0,0,1,1,1,0,1,0,1,5
1776,32_2_1,0,0,0,1,0,0,0,0,1,2
1777,34_10_C_1,0,0,0,0,0,0,1,0,0,1
1778,30_9_B_16,0,0,0,0,0,0,1,0,0,1
1779,35_8_2,0,0,1,1,1,0,1,0,1,5
1780,6608_10_15,0,0,1,0,0,0,0,0,0,1
1781,16_2_13,0,0,0,0,0,0,1,0,1,2
1782,25_1_8_S,0,0,0,0,0,0,1,0,0,1
1783,15_9_E_4_H,0,0,0,0,0,0,1,0,0,1
1784,7223_05_01,0,0,1,0,0,0,0,0,0,1
1785,34_4_10_R,0,0,0,0,0,0,1,0,0,1
1786,30_6_4,0,0,0,0,0,0,1,0,1,2
1787,7122_4_1,0,0,0,0,0,0,1,0,0,1
1788,30_10_1,0,0,0,0,0,0,0,0,1,1
1789,7121_8_1,0,0,1,0,0,0,1,0,0,2
1790,34_10_A_40,0,0,0,0,0,0,1,0,0,1
1791,34_8_12,0,0,1,0,0,0,0,0,1,2
1792,34_10_A25A,0,0,0,0,0,0,1,0,0,1
1793,25_2_2,0,0,0,0,0,0,0,0,1,1
1794,2008_02_07,0,0,1,0,0,0,0,0,0,1
1795,31_3_Q_21_H,0,0,0,0,0,0,1,0,0,1
1796,6507_8_1,1,1,0,0,1,1,1,1,0,6
1797,30_3_A_16T2,0,0,0,0,0,0,1,0,0,1
1798,25_10_10,0,0,0,1,0,0,0,0,1,2
1799,16_1_5,0,0,0,0,0,0,1,0,1,2
1800,9_4_4,0,0,0,0,0,0,0,0,1,1
1801,30_9_B13S,0,0,0,0,0,0,1,0,0,1
1802,15_9_A_15,0,0,0,0,0,0,1,0,0,1
1803,30_9_10,0,0,1,0,0,0,0,0,1,2
1804,7_8_6,0,0,0,0,0,0,0,0,1,1
1805,7_11_6,0,0,0,0,1,0,1,0,1,3
1806,6406_9_1,0,0,1,0,0,0,1,0,0,2
1807,7120_5_1,0,0,0,0,0,0,1,0,0,1
1808,34_10_C10,0,0,0,0,0,0,1,0,0,1
1809,6406_2_1R,0,0,0,0,0,0,1,0,0,1
1810,25_11_12,0,0,0,0,0,0,0,0,1,1
1811,25_10_4_R,0,0,0,0,1,0,0,0,0,1
1812,6507_11_5,0,0,0,0,1,0,0,0,0,1
1813,15_9_D_3H,0,0,0,0,0,0,1,0,0,1
1814,6707_10_3,0,0,1,0,0,0,1,0,0,2
1815,3_7_4,0,0,1,0,0,0,1,0,0,2
1816,30_9_F_26,0,0,0,0,0,0,1,0,0,1
1817,31_2_17S,0,0,0,0,0,0,1,0,0,1
1818,6510_2_1_R,0,0,0,0,1,0,0,0,0,1
1819,6608_10_7,0,0,0,0,0,0,1,0,0,1
1820,10_4_1,0,0,0,0,0,0,0,0,1,1
1821,6406_2_8,0,0,1,0,0,0,1,0,0,2
1822,16_2_15,0,0,0,0,0,0,1,0,1,2
1823,34_10_C_23,0,0,0,0,0,0,1,0,0,1
1824,34_10_38S,0,0,0,0,0,0,1,0,0,1
1825,6305_12_1,0,0,0,0,0,0,1,0,0,1
1826,6506_12_9,0,0,0,0,1,0,0,0,0,1
1827,34_7_11,0,0,0,0,0,0,0,0,1,1
1828,33_9_G_3H,0,0,0,0,0,0,1,0,0,1
1829,31_5_H_5H,0,0,0,0,0,0,1,0,0,1
1830,34_6_3,0,0,1,0,0,0,1,0,1,3
1831,6507_11_5S,0,0,0,0,0,0,1,0,0,1
1832,8_12_1,0,0,0,0,0,0,0,0,1,1
1833,2_11_10,0,0,1,0,0,0,0,0,0,1
1834,35_11_13,0,0,1,1,0,0,1,0,1,4
1835,30_3_7B,0,0,0,0,0,0,1,0,0,1
1836,6406_11_1,0,0,1,0,0,0,0,0,0,1
1837,33_12_B16,0,0,0,0,0,0,1,0,0,1
1838,34_11_A_4,0,0,0,0,0,0,1,0,0,1
1839,34_4_3,0,0,0,1,0,0,1,0,1,3
1840,16_1_15,0,0,0,0,0,0,1,0,1,2
1841,25_10_11,0,0,1,0,0,0,0,0,1,2
1842,30_7_7,0,0,0,1,0,0,1,0,1,3
1843,15_9_B_6,0,0,0,0,0,0,1,0,0,1
1844,6506_11_A_4,0,0,0,0,0,0,1,0,0,1
1845,2029_02_07,0,0,1,0,0,0,0,0,0,1
1846,6608_10_D_1H,0,0,0,0,0,0,1,0,0,1
1847,34_7_22,0,0,1,0,0,0,0,0,1,2
1848,31_6_A_11,0,0,0,0,0,0,1,0,0,1
1849,34_2_1,0,0,0,0,0,0,0,0,1,1
1850,6507_3_3,0,0,1,0,0,0,1,0,0,2
1851,6407_9_1,1,1,1,0,1,1,1,1,0,7
1852,7220_6_2,0,0,1,0,0,0,1,0,0,2
1853,6507_7_11,0,0,0,0,1,0,0,0,0,1
1854,7122_07_03,0,0,1,0,0,0,0,0,0,1
1855,6507_11_3,1,1,0,0,1,1,1,1,0,6
1856,24_12_6,0,0,0,0,0,0,0,0,1,1
1857,30_5_2,0,0,0,0,0,0,1,0,1,2
1858,2_11_9,0,0,0,0,0,0,1,0,0,1
1859,6407_07_06,0,0,1,0,0,0,0,0,0,1
1860,31_6_2,0,0,0,0,0,0,1,0,1,2
1861,6306_6_1,0,0,0,0,0,0,1,0,0,1
1862,16_10_5,0,0,0,1,0,0,0,0,1,2
1863,8_11_1,0,0,0,0,0,0,0,0,1,1
1864,30_2_2,0,0,0,1,0,0,0,0,1,2
1865,16_5_5,0,0,0,0,0,0,1,0,1,2
1866,7_12_13,0,0,0,0,0,0,0,0,1,1
1867,1_6_5,0,0,0,0,0,0,1,0,0,1
1868,2_7_1,0,0,1,0,1,0,1,0,0,3
1869,15_3_9,0,0,1,0,0,0,1,0,1,3
1870,9_2_5,0,0,0,0,0,0,1,0,1,2
1871,25_11_11,0,0,0,0,0,0,0,0,1,1
