Depth.m	Hole ID.-	GR.API	Lithology1.-	Lithology2.-	Lithology3.-	Lithology1.%	Lithology2.%	Lithology3.%	Grain_size_Top.-	Grain_size_Base.-	Sub_Environment.-	Gross_Environment.-
2129.00	6507_7_6		Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2129.10	6507_7_6		Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2129.20	6507_7_6		Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2129.30	6507_7_6		Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2129.40	6507_7_6		Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2129.50	6507_7_6		Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2129.60	6507_7_6		Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2129.70	6507_7_6		Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2129.80	6507_7_6		Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2129.90	6507_7_6		Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2130.00	6507_7_6		Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2130.10	6507_7_6		Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2130.20	6507_7_6		Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2130.30	6507_7_6		Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2130.40	6507_7_6		Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2130.50	6507_7_6		Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2130.60	6507_7_6		Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2130.70	6507_7_6		Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2130.80	6507_7_6		Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2130.90	6507_7_6		Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2131.00	6507_7_6		Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2131.10	6507_7_6		Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2131.20	6507_7_6		Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2131.30	6507_7_6	72.85	Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2131.40	6507_7_6	72.85	Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2131.50	6507_7_6	72.11	Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2131.60	6507_7_6	70.93	Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2131.70	6507_7_6	69.99	Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2131.80	6507_7_6	70.39	Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2131.90	6507_7_6	72.07	Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2132.00	6507_7_6	73.13	Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2132.10	6507_7_6	73.45	Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2132.20	6507_7_6	73.45	Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2132.30	6507_7_6	74.16	Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2132.40	6507_7_6	75.73	Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2132.50	6507_7_6	78.16	Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2132.60	6507_7_6	79.95	Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2132.70	6507_7_6	80.18	Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2132.80	6507_7_6	79.88	Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2132.90	6507_7_6	78.71	Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2133.00	6507_7_6	76.95	Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2133.10	6507_7_6	74.05	Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2133.20	6507_7_6	70.56	Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2133.30	6507_7_6	66.28	Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2133.40	6507_7_6	61.75	Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2133.50	6507_7_6	56.50	Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2133.60	6507_7_6	51.03	Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2133.70	6507_7_6	48.70	Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
2133.80	6507_7_6	47.92	Shale	 	 	100.00	0.00	0.00	silt/vf	silt/vf		APEN_MARIN_PRODELTA
