Depth.m	Hole ID.-	GR.API	Lithology1.-	Lithology2.-	Lithology3.-	Lithology1.%	Lithology2.%	Lithology3.%	Grain_size_Top.-	Grain_size_Base.-	Sub_Environment.-	Gross_Environment.-
2877.00	6407_7-4	66.64	Sandstone	 	 	100.00	0.00	0.00	m	m	Wave_and_tidal_current_dominated_upper_shoreface_or_shallow_''shelf''_sandbar_complex	DELTA_FRONT_OR_INNER_'SHELF'_SANDBAR_COMPLEX
2877.10	6407_7-4	66.44	Sandstone	 	 	100.00	0.00	0.00	m	m	Wave_and_tidal_current_dominated_upper_shoreface_or_shallow_''shelf''_sandbar_complex	DELTA_FRONT_OR_INNER_'SHELF'_SANDBAR_COMPLEX
2877.20	6407_7-4	66.76	Sandstone	 	 	100.00	0.00	0.00	m	m	Wave_and_tidal_current_dominated_upper_shoreface_or_shallow_''shelf''_sandbar_complex	DELTA_FRONT_OR_INNER_'SHELF'_SANDBAR_COMPLEX
2877.30	6407_7-4	68.09	Sandstone	 	 	100.00	0.00	0.00	m	m	Wave_and_tidal_current_dominated_upper_shoreface_or_shallow_''shelf''_sandbar_complex	DELTA_FRONT_OR_INNER_'SHELF'_SANDBAR_COMPLEX
2877.40	6407_7-4	69.41	Sandstone	Limestone	 	25.00	75.00	0.00	f	f	Wave_and_tidal_current_dominated_upper_shoreface_or_shallow_''shelf''_sandbar_complex	DELTA_FRONT_OR_INNER_'SHELF'_SANDBAR_COMPLEX
2877.50	6407_7-4	70.74	Sandstone	Limestone	 	25.00	75.00	0.00	f	f	Wave_and_tidal_current_dominated_upper_shoreface_or_shallow_''shelf''_sandbar_complex	DELTA_FRONT_OR_INNER_'SHELF'_SANDBAR_COMPLEX
2877.60	6407_7-4	72.07	Sandstone	Limestone	 	25.00	75.00	0.00	f	f	Wave_and_tidal_current_dominated_upper_shoreface_or_shallow_''shelf''_sandbar_complex	DELTA_FRONT_OR_INNER_'SHELF'_SANDBAR_COMPLEX
2877.70	6407_7-4	73.40	Sandstone	Limestone	 	25.00	75.00	0.00	f	f	Wave_and_tidal_current_dominated_upper_shoreface_or_shallow_''shelf''_sandbar_complex	DELTA_FRONT_OR_INNER_'SHELF'_SANDBAR_COMPLEX
2877.80	6407_7-4	72.20	Sandstone	Limestone	 	25.00	75.00	0.00	f	f	Wave_and_tidal_current_dominated_upper_shoreface_or_shallow_''shelf''_sandbar_complex	DELTA_FRONT_OR_INNER_'SHELF'_SANDBAR_COMPLEX
2877.90	6407_7-4	67.94	Sandstone	 	 	100.00	0.00	0.00	m	vf/f	Wave_and_tidal_current_dominated_upper_shoreface_or_shallow_''shelf''_sandbar_complex	DELTA_FRONT_OR_INNER_'SHELF'_SANDBAR_COMPLEX
2878.00	6407_7-4	68.18	Sandstone	 	 	100.00	0.00	0.00	m	vf/f	Wave_and_tidal_current_dominated_upper_shoreface_or_shallow_''shelf''_sandbar_complex	DELTA_FRONT_OR_INNER_'SHELF'_SANDBAR_COMPLEX
2878.10	6407_7-4	69.10	Sandstone	 	 	100.00	0.00	0.00	m	vf/f	Wave_and_tidal_current_dominated_upper_shoreface_or_shallow_''shelf''_sandbar_complex	DELTA_FRONT_OR_INNER_'SHELF'_SANDBAR_COMPLEX
2878.20	6407_7-4	70.03	Sandstone	 	 	100.00	0.00	0.00	m	vf/f	Wave_and_tidal_current_dominated_upper_shoreface_or_shallow_''shelf''_sandbar_complex	DELTA_FRONT_OR_INNER_'SHELF'_SANDBAR_COMPLEX
2878.30	6407_7-4	70.96	Sandstone	 	 	100.00	0.00	0.00	m	vf/f	Wave_and_tidal_current_dominated_upper_shoreface_or_shallow_''shelf''_sandbar_complex	DELTA_FRONT_OR_INNER_'SHELF'_SANDBAR_COMPLEX
2878.40	6407_7-4	71.89	Sandstone	 	 	100.00	0.00	0.00	m	vf/f	Wave_and_tidal_current_dominated_upper_shoreface_or_shallow_''shelf''_sandbar_complex	DELTA_FRONT_OR_INNER_'SHELF'_SANDBAR_COMPLEX
2878.50	6407_7-4	72.30	Sandstone	 	 	100.00	0.00	0.00	m	vf/f	Wave_and_tidal_current_dominated_upper_shoreface_or_shallow_''shelf''_sandbar_complex	DELTA_FRONT_OR_INNER_'SHELF'_SANDBAR_COMPLEX
2878.60	6407_7-4	72.65	Sandstone	 	 	100.00	0.00	0.00	m	vf/f	Wave_and_tidal_current_dominated_upper_shoreface_or_shallow_''shelf''_sandbar_complex	DELTA_FRONT_OR_INNER_'SHELF'_SANDBAR_COMPLEX
2878.70	6407_7-4	73.17	Sandstone	 	 	100.00	0.00	0.00	m	vf/f	Wave_and_tidal_current_dominated_upper_shoreface_or_shallow_''shelf''_sandbar_complex	DELTA_FRONT_OR_INNER_'SHELF'_SANDBAR_COMPLEX
