,WellName
0,6407_2_2
1,6506_12_4
2,6407_7_1
3,6507_11_2
4,6505_10_1
5,6407_9_4
6,6406_3_3
7,6507_11_4
8,6506_12_1
9,6407_7_2
10,6407_7_4
11,6407_9_1
12,6407_2_3
13,6407_6_1
14,6407_2_1
15,6506_12_3
16,6406_3_2
17,6406_8_1
18,6407_9_2
19,6507_7_4
20,6407_1_3
21,6507_8_1
22,6407_1_2
23,6507_11_3
24,6407_6_3
25,6407_4_1
26,6407_9_3
27,6506_12_7
