,WellName
0,6407_2_2
1,6407_7_1
2,6507_11_2
3,6407_9_4
4,6406_3_3
5,6506_12_1
6,6407_7_2
7,6407_7_4
8,6407_9_1
9,6407_2_3
10,6407_6_1
11,6407_2_1
12,6506_12_3
13,6406_3_2
14,6507_11_1
15,6506_7_4
16,6406_8_1
17,6407_9_2
18,6407_1_3
19,6507_8_1
20,6407_1_2
21,6507_11_3
22,6407_10_1
23,6407_6_3
24,6407_4_1
25,6506_12_7
