Depth.m	Hole ID.-	GR.API	Lithology1.-	Lithology2.-	Lithology3.-	Lithology1.%	Lithology2.%	Lithology3.%	Grain_size_Top.-	Grain_size_Base.-	Sub_Environment.-	Gross_Environment.-
1631.00	6407_9-1	20.48	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1631.10	6407_9-1	21.03	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1631.20	6407_9-1	21.58	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1631.30	6407_9-1	21.86	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1631.40	6407_9-1	22.13	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1631.50	6407_9-1	22.39	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1631.60	6407_9-1	22.54	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1631.70	6407_9-1	21.97	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1631.80	6407_9-1	21.40	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1631.90	6407_9-1	20.82	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1632.00	6407_9-1	20.25	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1632.10	6407_9-1	19.68	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1632.20	6407_9-1	19.11	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1632.30	6407_9-1	18.54	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1632.40	6407_9-1	17.97	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1632.50	6407_9-1	17.60	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1632.60	6407_9-1	17.74	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1632.70	6407_9-1	17.88	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1632.80	6407_9-1	18.02	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1632.90	6407_9-1	18.17	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1633.00	6407_9-1	18.31	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1633.10	6407_9-1	18.45	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1633.20	6407_9-1	18.59	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1633.30	6407_9-1	18.74	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1633.40	6407_9-1	18.88	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1633.50	6407_9-1	19.02	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1633.60	6407_9-1	19.48	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1633.70	6407_9-1	20.13	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1633.80	6407_9-1	20.78	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1633.90	6407_9-1	21.43	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1634.00	6407_9-1	22.08	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1634.10	6407_9-1	22.73	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1634.20	6407_9-1	22.37	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1634.30	6407_9-1	21.74	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1634.40	6407_9-1	21.10	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1634.50	6407_9-1	20.47	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1634.60	6407_9-1	19.83	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1634.70	6407_9-1	19.38	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1634.80	6407_9-1	19.63	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1634.90	6407_9-1	19.88	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1635.00	6407_9-1	20.13	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1635.10	6407_9-1	20.38	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1635.20	6407_9-1	20.53	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1635.30	6407_9-1	20.07	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1635.40	6407_9-1	19.62	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1635.50	6407_9-1	19.16	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1635.60	6407_9-1	18.70	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1635.70	6407_9-1	18.24	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1635.80	6407_9-1	17.87	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1635.90	6407_9-1	18.96	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1636.00	6407_9-1	20.04	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1636.10	6407_9-1	20.72	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
1636.20	6407_9-1	20.22	Sandstone	 	 	100.00	0.00	0.00	c/vc	c/vc	Central_sandbar_on_open_marine_'shelf'	Development_of_sandbars_on_a_high_energy_shelf
