Depth.m	Hole ID.-	GR.API	Lithology1.-	Lithology2.-	Lithology3.-	Lithology1.%	Lithology2.%	Lithology3.%	Grain_size_Top.-	Grain_size_Base.-	Sub_Environment.-	Gross_Environment.-
2260.00	6507_8-1	64.76										
2260.10	6507_8-1	65.77										
2260.20	6507_8-1	66.79										
2260.30	6507_8-1	67.81										
2260.40	6507_8-1	67.59										
2260.50	6507_8-1	67.10										
2260.60	6507_8-1	66.36										
2260.70	6507_8-1	65.34										
2260.80	6507_8-1	64.33										
2260.90	6507_8-1	63.31										
2261.00	6507_8-1	62.30										
2261.10	6507_8-1	61.78										
2261.20	6507_8-1	61.78										
2261.30	6507_8-1	61.78										
2261.40	6507_8-1	61.78										
2261.50	6507_8-1	61.78										
2261.60	6507_8-1	60.83										
2261.70	6507_8-1	59.63										
2261.80	6507_8-1	58.44										
2261.90	6507_8-1	57.24										
2262.00	6507_8-1	56.04										
2262.10	6507_8-1	56.34										
2262.20	6507_8-1	57.01										
2262.30	6507_8-1	57.68										
2262.40	6507_8-1	58.36										
2262.50	6507_8-1	60.22	Sandstone			100.00	0.00	0.00	f/m	f/m	Fluvial_channels_?	
2262.60	6507_8-1	60.33	Sandstone	 	 	100.00	0.00	0.00	f/m	f/m	Fluvial_channels_?	
2262.70	6507_8-1	60.94	Sandstone	 	 	100.00	0.00	0.00	f/m	f/m	Fluvial_channels_?	
2262.80	6507_8-1	62.51	Sandstone	 	 	100.00	0.00	0.00	f/m	f/m	Fluvial_channels_?	
2262.90	6507_8-1	64.79	Sandstone	 	 	100.00	0.00	0.00	f/m	f/m	Fluvial_channels_?	
2263.00	6507_8-1	67.58	Sandstone	 	 	100.00	0.00	0.00	f/m	f/m	Fluvial_channels_?	
2263.10	6507_8-1	70.37	Sandstone	 	 	100.00	0.00	0.00	f/m	f/m	Fluvial_channels_?	
2263.20	6507_8-1	73.16	Sandstone	 	 	100.00	0.00	0.00	f/m	f/m	Fluvial_channels_?	
2263.30	6507_8-1	75.96	Sandstone	 	 	100.00	0.00	0.00	f/m	f/m	Fluvial_channels_?	
2263.40	6507_8-1	76.67	Sandstone	 	 	100.00	0.00	0.00	f/m	f/m	Fluvial_channels_?	
2263.50	6507_8-1	77.11	Sandstone	 	 	100.00	0.00	0.00	f/m	f/m	Fluvial_channels_?	
2263.60	6507_8-1	77.56	Sandstone	 	 	100.00	0.00	0.00	f/m	f/m	Fluvial_channels_?	
2263.70	6507_8-1	78.01	Sandstone	 	 	100.00	0.00	0.00	f/m	f/m	Fluvial_channels_?	
2263.80	6507_8-1	78.82	Sandstone	 	 	100.00	0.00	0.00	f/m	f/m	Fluvial_channels_?	
2263.90	6507_8-1	79.73	Sandstone	 	 	100.00	0.00	0.00	f/m	f/m	Fluvial_channels_?	
2264.00	6507_8-1	80.65	Sandstone	 	 	100.00	0.00	0.00	f/m	f/m	Fluvial_channels_?	
2264.10	6507_8-1	82.09	Sandstone	 	 	100.00	0.00	0.00	f/m	f/m	Fluvial_channels_?	
2264.20	6507_8-1	85.04	 	 	 	100.00	0.00	0.00	 	 	Fluvial_channels_?	
2264.30	6507_8-1	87.98	 	 	 	100.00	0.00	0.00	 	 	Fluvial_channels_?	
2264.40	6507_8-1	90.93	 	 	 	100.00	0.00	0.00	 	 	Fluvial_channels_?	
2264.50	6507_8-1	93.88	Sandstone	 	 	100.00	0.00	0.00	f	vf	Fluvial_channels_?	
2264.60	6507_8-1	95.34	Sandstone	 	 	100.00	0.00	0.00	f	vf	Fluvial_channels_?	
2264.70	6507_8-1	92.70	Sandstone	 	 	100.00	0.00	0.00	f	vf	Fluvial_channels_?	
2264.80	6507_8-1	90.06	Sandstone	 	 	100.00	0.00	0.00	f	vf	Fluvial_channels_?	
2264.90	6507_8-1	87.42	Sandstone	 	 	100.00	0.00	0.00	f	vf	Fluvial_channels_?	
2265.00	6507_8-1	84.78	Sandstone	 	 	100.00	0.00	0.00	f	vf	Fluvial_channels_?	
2265.10	6507_8-1	82.14	Sandstone	 	 	100.00	0.00	0.00	f	vf	Fluvial_channels_?	
2265.20	6507_8-1	81.93	Sandstone	 	 	100.00	0.00	0.00	f	vf	Fluvial_channels_?	
2265.30	6507_8-1	82.80	Sandstone	 	 	100.00	0.00	0.00	f	vf	Fluvial_channels_?	
2265.40	6507_8-1	83.67	Sandstone	 	 	100.00	0.00	0.00	f	vf	Fluvial_channels_?	
2265.50	6507_8-1	84.54	Sandstone	 	 	100.00	0.00	0.00	f	vf	Fluvial_channels_?	
2265.60	6507_8-1	85.41	Sandstone	 	 	100.00	0.00	0.00	f	vf	Fluvial_channels_?	
2265.70	6507_8-1	85.17	Sandstone	 	 	100.00	0.00	0.00	f	vf	Fluvial_channels_?	
2265.80	6507_8-1	83.31	Sandstone	 	 	100.00	0.00	0.00	f	vf	Fluvial_channels_?	
2265.90	6507_8-1	81.46	Sandstone	 	 	100.00	0.00	0.00	f	vf	Fluvial_channels_?	
2266.00	6507_8-1	79.60	Sandstone	 	 	100.00	0.00	0.00	f	vf	Fluvial_channels_?	
2266.10	6507_8-1	77.75	Sandstone	 	 	100.00	0.00	0.00	f	vf	Fluvial_channels_?	
2266.20	6507_8-1	75.89	Sandstone	 	 	100.00	0.00	0.00	f	vf	Fluvial_channels_?	
2266.30	6507_8-1	76.15	Sandstone	 	 	100.00	0.00	0.00	f	vf	Fluvial_channels_?	
2266.40	6507_8-1	76.84	Sandstone	 	 	100.00	0.00	0.00	f	vf	Fluvial_channels_?	
2266.50	6507_8-1	77.54	 	 	 	100.00	0.00	0.00	 	 	Fluvial_channels_?	
2266.60	6507_8-1	78.23	 	 	 	100.00	0.00	0.00	 	 	Fluvial_channels_?	
2266.70	6507_8-1	78.92	 	 	 	100.00	0.00	0.00	 	 	Fluvial_channels_?	
2266.80	6507_8-1	79.69	 	 	 	100.00	0.00	0.00	 	 	Fluvial_channels_?	
2266.90	6507_8-1	79.80	 	 	 	100.00	0.00	0.00	 	 	Fluvial_channels_?	
2267.00	6507_8-1	78.79	 	 	 	100.00	0.00	0.00	 	 	Fluvial_channels_?	
2267.10	6507_8-1	77.37	 	 	 	100.00	0.00	0.00	 	 	Fluvial_channels_?	
2267.20	6507_8-1	75.07	 	 	 	100.00	0.00	0.00	 	 	Fluvial_channels_?	
2267.30	6507_8-1	72.76	Matrix-supported conglomerate	 	 	100.00	0.00	0.00	m	c	Fluvial_channels_?	
2267.40	6507_8-1	70.46	Matrix-supported conglomerate	 	 	100.00	0.00	0.00	m	c	Fluvial_channels_?	
2267.50	6507_8-1	68.15	Matrix-supported conglomerate	 	 	100.00	0.00	0.00	m	c	Fluvial_channels_?	
2267.60	6507_8-1	66.95	Sandstone	 	 	100.00	0.00	0.00	silt	m	Fluvial_channels_?	
2267.70	6507_8-1	67.97	Sandstone	 	 	100.00	0.00	0.00	silt	m	Fluvial_channels_?	
2267.80	6507_8-1	69.00	Sandstone	 	 	100.00	0.00	0.00	silt	m	Fluvial_channels_?	
2267.90	6507_8-1	70.02	Sandstone	 	 	100.00	0.00	0.00	silt	m	Fluvial_channels_?	
2268.00	6507_8-1	70.45	Sandstone	 	 	100.00	0.00	0.00	silt	m	Fluvial_channels_?	
2268.10	6507_8-1	70.32	Sandstone	 	 	100.00	0.00	0.00	silt	m	Fluvial_channels_?	
2268.20	6507_8-1	70.19	Sandstone	 	 	100.00	0.00	0.00	silt	m	Fluvial_channels_?	
2268.30	6507_8-1	70.06	Sandstone	 	 	100.00	0.00	0.00	silt	m	Fluvial_channels_?	
2268.40	6507_8-1	72.03	Sandstone	 	 	100.00	0.00	0.00	silt	m	Fluvial_channels_?	
2268.50	6507_8-1	74.01	Sandstone	 	 	100.00	0.00	0.00	vf	clay	Fluvial_channels_?	
2268.60	6507_8-1	75.99	Sandstone	 	 	100.00	0.00	0.00	vf	clay	Fluvial_channels_?	
2268.70	6507_8-1	77.97	Sandstone	 	 	100.00	0.00	0.00	vf	clay	Fluvial_channels_?	
2268.80	6507_8-1	79.94	Sandstone	 	 	100.00	0.00	0.00	vf	clay	Fluvial_channels_?	
2268.90	6507_8-1	79.00	Sandstone	 	 	100.00	0.00	0.00	vf	clay	Fluvial_channels_?	
2269.00	6507_8-1	77.54	Sandstone	 	 	100.00	0.00	0.00	vf	clay	Fluvial_channels_?	
2269.10	6507_8-1	75.61	Sandstone	 	 	100.00	0.00	0.00	vf	clay	Fluvial_channels_?	
