dscName,cmpLongName,dscCurrentActivityStatus,dscHcType,wlbName,nmaName,fldName,dscDateFromInclInField,dscDiscoveryYear,dscResInclInDiscoveryName,dscOwnerKind,dscOwnerName,dscNpdidDiscovery,fldNpdidField,wlbNpdidWellbore,dscFactPageUrl,dscFactMapUrl,dscDateUpdated,dscDateUpdatedMax,DatesyncNPD
2/2-1 (Møyfrid),A/S Norske Shell,Production is unlikely,OIL/GAS,2/2-1,North Sea,,,1982,,PRODUCTION LICENSE,862,44024,,46,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44024,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=44024,03.10.2019,03.10.2019,24.01.2020
2/2-2 (Desmond),A/S Norske Shell,Production is unlikely,GAS,2/2-2,North Sea,,,1982,,PRODUCTION LICENSE,862,44030,,80,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44030,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=44030,03.10.2019,03.10.2019,24.01.2020
2/2-5 (Bumblebee),A/S Norske Shell,Production is unlikely,OIL,2/2-5,North Sea,,,1992,,PRODUCTION LICENSE,862,44036,,1846,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44036,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=44036,03.10.2019,03.10.2019,24.01.2020
2/3-1 (Løven),A/S Norske Shell,Production is unlikely,GAS,2/3-1,North Sea,,,1969,,PRODUCTION LICENSE,862,44042,,162,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44042,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=44042,03.10.2019,03.10.2019,24.01.2020
2/4-10,ConocoPhillips Skandinavia AS,Production is unlikely,OIL,2/4-10,North Sea,,,1973,,PRODUCTION LICENSE,018,44048,,254,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44048,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=44048,03.10.2019,03.10.2019,24.01.2020
2/4-11 (Espen),Aker BP ASA,Production is unlikely,OIL,2/4-11,North Sea,,,1974,,PRODUCTION LICENSE,146,44054,,255,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44054,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=44054,03.10.2019,05.11.2019,24.01.2020
2/4-14,Aker BP ASA,Production is unlikely,OIL,2/4-14,North Sea,,,1989,,PRODUCTION LICENSE,146,34735108,,1343,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=34735108,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=34735108,03.10.2019,05.11.2019,24.01.2020
2/4-17 Tjalve,ConocoPhillips Skandinavia AS,Production not evaluated,GAS/CONDENSATE,2/4-17,North Sea,,,1992,,PRODUCTION LICENSE,018,44066,,1792,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44066,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=44066,03.10.2019,03.10.2019,24.01.2020
2/4-2 Ekofisk,ConocoPhillips Skandinavia AS,Producing,OIL,2/4-2,North Sea,EKOFISK,01.03.1972,1969,2/4-2 Ekofisk,PRODUCTION LICENSE,018,44072,43506,172,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44072,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43506,03.10.2019,03.10.2019,24.01.2020
2/4-21 (King Lear),Aker BP ASA,"Production likely, but unclarified",GAS/CONDENSATE,2/4-21,North Sea,,,2012,,PRODUCTION LICENSE,146,21669700,,6736,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=21669700,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=21669700,03.10.2019,05.11.2019,24.01.2020
2/4-22 S (Romeo),Aker BP ASA,Production is unlikely,OIL,2/4-22 S,North Sea,,,2015,,PRODUCTION LICENSE,146,26264813,,7535,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=26264813,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=26264813,03.10.2019,05.11.2019,24.01.2020
2/4-23 S (Julius),Aker BP ASA,Included in other discovery,GAS/CONDENSATE,2/4-23 S,North Sea,,,2015,2/4-21 (King Lear),PRODUCTION LICENSE,146,26463461,,7657,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=26463461,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=26463461,03.10.2019,05.11.2019,24.01.2020
2/4-6 Vest Ekofisk,ConocoPhillips Skandinavia AS,Shut down,GAS/CONDENSATE,2/4-6,North Sea,VEST EKOFISK,04.05.1973,1970,,PRODUCTION LICENSE,018,44078,43513,181,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44078,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43513,03.10.2019,03.10.2019,24.01.2020
2/5-1 Tor,ConocoPhillips Skandinavia AS,Approved for production,OIL,2/5-1,North Sea,TOR,04.05.1973,1970,,BUSINESS ARRANGEMENT AREA,TOR UNIT,44084,43520,178,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44084,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43520,14.11.2019,14.11.2019,24.01.2020
2/5-11 (Tjatse),MOL Norge AS,Production is unlikely,OIL,2/5-11,North Sea,,,1997,,PRODUCTION LICENSE,808,46293,,3084,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=46293,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=46293,03.10.2019,03.10.2019,24.01.2020
2/5-3 (Sørøst Tor),DNO Norge AS,"Production likely, but unclarified",OIL,2/5-3,North Sea,,,1972,,PRODUCTION LICENSE,006 C,44090,,258,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44090,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=44090,03.01.2020,03.01.2020,24.01.2020
2/5-4 (Siv),DNO Norge AS,Production is unlikely,OIL,2/5-4,North Sea,,,1972,,PRODUCTION LICENSE,968,44096,,259,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44096,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=44096,03.01.2020,03.01.2020,24.01.2020
2/5-7,MOL Norge AS,Production is unlikely,OIL,2/5-7,North Sea,,,1984,,PRODUCTION LICENSE,808,44102,,25,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44102,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=44102,03.10.2019,03.10.2019,24.01.2020
2/6-5,MOL Norge AS,Production is unlikely,OIL,2/6-5,North Sea,,,1997,,PRODUCTION LICENSE,860,44108,,2885,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44108,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=44108,03.10.2019,03.10.2019,24.01.2020
2/7-1 Eldfisk,ConocoPhillips Skandinavia AS,Producing,OIL,2/7-1,North Sea,ELDFISK,25.04.1975,1970,,PRODUCTION LICENSE,018,44114,43527,179,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44114,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43527,03.10.2019,03.10.2019,24.01.2020
2/7-19 (Ebba),ConocoPhillips Skandinavia AS,Production is unlikely,OIL,2/7-19,North Sea,,,1981,,PRODUCTION LICENSE,018,44120,,1367,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44120,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=44120,03.10.2019,03.10.2019,24.01.2020
2/7-2,ConocoPhillips Skandinavia AS,Production is unlikely,OIL/GAS,2/7-2,North Sea,,,1971,,PRODUCTION LICENSE,018,44126,,187,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44126,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=44126,03.10.2019,03.10.2019,24.01.2020
2/7-20 Embla,ConocoPhillips Skandinavia AS,Producing,OIL,2/7-20,North Sea,EMBLA,14.12.1990,1988,,PRODUCTION LICENSE,018,44132,43534,1062,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44132,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43534,03.10.2019,03.10.2019,24.01.2020
2/7-22,,Production is unlikely,GAS,2/7-22,North Sea,,,1990,,,,44138,,1495,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44138,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=44138,03.10.2019,03.10.2019,24.01.2020
2/7-29,,Production is unlikely,OIL,2/7-29,North Sea,,,1994,,,,44144,,2124,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44144,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=44144,03.10.2019,03.10.2019,24.01.2020
2/7-31,ConocoPhillips Skandinavia AS,Included in other discovery,OIL,2/7-31,North Sea,,,1999,2/7-19 (Ebba),PRODUCTION LICENSE,018,105311,,3573,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=105311,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=105311,03.10.2019,03.10.2019,24.01.2020
2/7-4 Edda,ConocoPhillips Skandinavia AS,Shut down,OIL,2/7-4,North Sea,EDDA,25.04.1975,1972,,PRODUCTION LICENSE,018,44150,43541,263,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44150,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43541,03.10.2019,03.10.2019,24.01.2020
2/7-8,ConocoPhillips Skandinavia AS,Included in other discovery,OIL,2/7-8,North Sea,ELDFISK,31.12.1995,1973,2/7-1 Eldfisk,PRODUCTION LICENSE,018,44156,43527,267,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44156,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43527,03.10.2019,03.10.2019,24.01.2020
2/8-6 Valhall,Aker BP ASA,Producing,OIL,2/8-6,North Sea,VALHALL,02.06.1977,1975,,BUSINESS ARRANGEMENT AREA,VALHALL UNIT,44162,43548,276,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44162,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43548,03.10.2019,03.10.2019,24.01.2020
24/12-3 S,OMV (Norge) AS,Production is unlikely,OIL,24/12-3 S,North Sea,,,1996,,PRODUCTION LICENSE,913,44168,,2823,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44168,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=44168,03.10.2019,03.10.2019,24.01.2020
24/6-1 (Peik),Equinor Energy AS,"Production likely, but unclarified",GAS/CONDENSATE,24/6-1,North Sea,,,1985,,PRODUCTION LICENSE,918 S,44174,,443,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44174,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=44174,09.01.2020,09.01.2020,24.01.2020
24/6-2 Alvheim,Aker BP ASA,Producing,OIL/GAS,24/6-2,North Sea,ALVHEIM,08.10.2004,1998,,PRODUCTION LICENSE,203,45828,2845712,3397,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=45828,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=2845712,03.10.2019,03.10.2019,24.01.2020
24/6-4 Alvheim,Aker BP ASA,Included in other discovery,OIL/GAS,24/6-4,North Sea,ALVHEIM,08.10.2004,2003,24/6-2 Alvheim,PRODUCTION LICENSE,203,2472552,2845712,4745,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=2472552,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=2845712,03.10.2019,03.10.2019,24.01.2020
24/9-10 S (Caterpillar),Aker BP ASA,Production not evaluated,OIL,24/9-10 S,North Sea,,,2011,,PRODUCTION LICENSE,340 BS,20415286,,6531,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=20415286,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=20415286,03.10.2019,03.10.2019,24.01.2020
24/9-12 S (Frosk),Aker BP ASA,"Production likely, but unclarified",OIL,24/9-12 S,North Sea,,,2018,,PRODUCTION LICENSE,340,31140456,,8331,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=31140456,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=31140456,03.10.2019,03.10.2019,24.01.2020
24/9-13 (Rumpetroll),Aker BP ASA,Production not evaluated,GAS,24/9-13,North Sea,,,2019,,PRODUCTION LICENSE,869,34925894,,8613,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=34925894,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=34925894,15.11.2019,03.10.2019,24.01.2020
24/9-14 S (Froskelår),Aker BP ASA,"Production likely, but unclarified",OIL/GAS,24/9-14 S,North Sea,,,2019,,PRODUCTION LICENSE,869,34750020,,8621,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=34750020,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=34750020,09.01.2020,09.01.2020,24.01.2020
24/9-15 S (Froskelår Nordøst),Aker BP ASA,"Production likely, but unclarified",OIL,24/9-15 S,North Sea,,,2019,,PRODUCTION LICENSE,340,34925263,,8675,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=34925263,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=34925263,09.01.2020,09.01.2020,24.01.2020
24/9-3,Aker BP ASA,Production is unlikely,OIL,24/9-3,North Sea,,,1981,,PRODUCTION LICENSE,869,44180,,346,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44180,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=44180,03.10.2019,03.10.2019,24.01.2020
24/9-5 Volund,Aker BP ASA,Producing,OIL,24/9-5,North Sea,VOLUND,18.01.2007,1994,,PRODUCTION LICENSE,150,44186,4380167,2244,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44186,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=4380167,03.10.2019,03.10.2019,24.01.2020
24/9-9 S Bøyla,Aker BP ASA,Producing,OIL,24/9-9 S,North Sea,BØYLA,26.10.2012,2009,24/9-9 S Bøyla,PRODUCTION LICENSE,340,17237206,22492497,6222,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=17237206,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=22492497,03.10.2019,03.10.2019,24.01.2020
25/10-11,ConocoPhillips Skandinavia AS,Production is unlikely,GAS,25/10-11,North Sea,,,2011,,PRODUCTION LICENSE,782 S,20499806,,6563,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=20499806,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=20499806,03.10.2019,18.11.2019,24.01.2020
25/10-8 Hanz,Aker BP ASA,Approved for production,OIL/GAS,25/10-8,North Sea,HANZ,30.06.2014,1997,,PRODUCTION LICENSE,028 B,44198,25307278,2955,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44198,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=25307278,03.10.2019,03.10.2019,24.01.2020
25/1-1 Frigg,Equinor Energy AS,Shut down,GAS,25/1-1,North Sea,FRIGG,13.06.1974,1971,,PRODUCTION LICENSE,903,44204,43555,190,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44204,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43555,03.10.2019,03.10.2019,24.01.2020
25/11-1 Balder,Vår Energi AS,Producing,OIL,25/11-1,North Sea,BALDER,02.02.1996,1967,,PRODUCTION LICENSE,001,44210,43562,143,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44210,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43562,03.10.2019,03.10.2019,24.01.2020
25/1-11 R Skogul,Aker BP ASA,Approved for production,OIL,25/1-11 R,North Sea,SKOGUL,23.03.2018,2010,,PRODUCTION LICENSE,460,18086221,31164600,6368,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=18086221,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=31164600,03.10.2019,03.10.2019,24.01.2020
25/11-15 Grane,Equinor Energy AS,Producing,OIL,25/11-15,North Sea,GRANE,14.06.2000,1991,,BUSINESS ARRANGEMENT AREA,GRANE UNIT,44216,1035937,1872,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44216,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=1035937,03.10.2019,11.12.2019,24.01.2020
25/11-16 Svalin,Equinor Energy AS,Producing,OIL,25/11-16,North Sea,SVALIN,23.11.2012,1992,,PRODUCTION LICENSE,169,44222,22507971,1920,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44222,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=22507971,03.10.2019,12.12.2019,24.01.2020
25/11-24 (Jakob Sør),Equinor Energy AS,Production is unlikely,OIL,25/11-24,North Sea,,,2007,,PRODUCTION LICENSE,169,4457094,,5470,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=4457094,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=4457094,03.10.2019,12.12.2019,24.01.2020
25/11-25 S Svalin,Equinor Energy AS,Included in other discovery,OIL,25/11-25 S,North Sea,SVALIN,23.11.2012,2008,25/11-16 Svalin,PRODUCTION LICENSE,169,4972673,22507971,5642,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=4972673,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=22507971,03.10.2019,12.12.2019,24.01.2020
25/11-27 (F-struktur),Equinor Energy AS,Production in clarification phase,OIL,25/11-27,North Sea,,,2013,,PRODUCTION LICENSE,169 B2,23395692,,7179,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=23395692,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=23395692,03.10.2019,12.12.2019,24.01.2020
25/1-4 Nordøst Frigg,Equinor Energy AS,Shut down,GAS,25/1-4,North Sea,NORDØST FRIGG,12.09.1980,1974,,PRODUCTION LICENSE,903,44228,43568,350,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44228,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43568,03.10.2019,03.10.2019,24.01.2020
25/1-9 (Litjklakken),Aker BP ASA,Production is unlikely,OIL/GAS,25/1-9,North Sea,,,1986,,PRODUCTION LICENSE,460,2786238,,1001,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=2786238,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=2786238,03.10.2019,03.10.2019,24.01.2020
25/2-1 Øst Frigg,Aker BP ASA,Shut down,GAS,25/2-1,North Sea,ØST FRIGG,14.12.1984,1973,,PRODUCTION LICENSE,873,44234,43576,353,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44234,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43576,03.10.2019,03.10.2019,24.01.2020
25/2-10 S (Frigg-GammaDelta),Aker BP ASA,Production in clarification phase,OIL/GAS,25/2-10 S,North Sea,,,1986,,PRODUCTION LICENSE,442,2429169,,855,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=2429169,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=2429169,03.10.2019,03.10.2019,24.01.2020
25/2-17,Aker BP ASA,Included in other discovery,OIL,25/2-17,North Sea,,,2009,25/2-10 S (Frigg-GammaDelta),PRODUCTION LICENSE,442,17237215,,6215,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=17237215,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=17237215,03.10.2019,03.10.2019,24.01.2020
25/2-18 S (Langfjellet),Aker BP ASA,Production in clarification phase,OIL,25/2-18 S,North Sea,,,2016,,PRODUCTION LICENSE,442,28245710,,8023,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=28245710,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=28245710,03.10.2019,03.10.2019,24.01.2020
25/2-21 (Liatårnet),Aker BP ASA,Production not evaluated,OIL,25/2-21,North Sea,,,2019,,PRODUCTION LICENSE,442,34925272,,8814,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=34925272,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=34925272,03.10.2019,03.10.2019,24.01.2020
25/2-4 Lille-Frigg,Aker BP ASA,Shut down,GAS/CONDENSATE,25/2-4,North Sea,LILLE-FRIGG,06.09.1991,1975,,PRODUCTION LICENSE,873,44240,43583,356,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44240,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43583,03.10.2019,03.10.2019,24.01.2020
25/2-5 Lille Frøy,Aker BP ASA,Production in clarification phase,OIL/GAS,25/2-5,North Sea,,,1976,,PRODUCTION LICENSE,026,44246,,357,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44246,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=44246,03.10.2019,03.10.2019,24.01.2020
25/4-1 Heimdal,Equinor Energy AS,Producing,GAS,25/4-1,North Sea,HEIMDAL,10.06.1981,1972,,PRODUCTION LICENSE,036 BS,44252,43590,359,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44252,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43590,03.10.2019,03.10.2019,24.01.2020
25/4-10 A,Aker BP ASA,Production is unlikely,GAS,25/4-10 A,North Sea,,,2009,,PRODUCTION LICENSE,203,17312260,,6255,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=17312260,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=17312260,03.10.2019,03.10.2019,24.01.2020
25/4-10 S,Aker BP ASA,Included in other discovery,OIL,25/4-10 S,North Sea,ALVHEIM,21.11.2010,2009,24/6-2 Alvheim,PRODUCTION LICENSE,203,17256863,2845712,6253,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=17256863,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=2845712,03.10.2019,03.10.2019,24.01.2020
25/4-2 (Trine),Aker BP ASA,Production in clarification phase,OIL,25/4-2,North Sea,,,1973,,PRODUCTION LICENSE,036 E,21076955,,360,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=21076955,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=21076955,03.10.2019,03.10.2019,24.01.2020
25/4-3 (Gekko),Aker BP ASA,Included in other discovery,OIL/GAS,25/4-3,North Sea,ALVHEIM,14.12.2017,1974,24/6-2 Alvheim,PRODUCTION LICENSE,203,1630312,2845712,361,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=1630312,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=2845712,03.10.2019,03.10.2019,24.01.2020
25/4-6 S Vale,Spirit Energy Norway AS,Producing,GAS/CONDENSATE,25/4-6 S,North Sea,VALE,23.03.2001,1991,,PRODUCTION LICENSE,036,44258,1578893,1703,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44258,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=1578893,03.10.2019,03.10.2019,24.01.2020
25/4-7 Alvheim,Aker BP ASA,Included in other discovery,OIL,25/4-7,North Sea,ALVHEIM,08.10.2004,2003,24/6-2 Alvheim,PRODUCTION LICENSE,203,2420578,2845712,4716,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=2420578,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=2845712,03.10.2019,03.10.2019,24.01.2020
